party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President
4,NA,5,NA,1,2,2,2,5,3,2,4,4,4,3,4,4,2020,Not Religious,Biden
4,16,3,NA,2,2,1,1,3,3,4,4,6,4,4,4,4,2020,Other Christian,Trump
NA,55,3,NA,2,2,1,1,3,2,6,5,6,4,4,4,4,2020,Mainline,Trump
NA,1,3,NA,2,2,1,2,3,3,6,6,6,4,1,4,4,2020,Other Christian,Biden
1,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA
NA,47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA
NA,26,3,NA,1,1,2,1,2,2,6,6,4,6,4,5,5,2020,Roman Catholic,Biden
NA,51,1,NA,2,2,1,2,3,1,6,7,7,6,2,4,4,2020,Undifferentiated Protestant,Trump
2,40,1,NA,2,2,1,1,3,1,6,7,4,6,4,2,2,2020,Evangelical,Trump
1,24,4,NA,2,2,1,2,3,3,4,4,4,4,4,5,5,2020,Evangelical,Biden
NA,NA,3,NA,1,2,1,1,3,4,4,4,4,4,4,3,3,2020,Not Religious,NA
2,37,3,NA,2,2,1,2,1,3,1,7,7,6,4,2,3,2020,Other Christian,Trump
NA,48,4,NA,1,1,2,2,5,5,2,6,7,4,4,5,5,2020,Not Religious,Biden
NA,47,2,NA,2,2,1,2,1,1,4,7,4,5,1,5,2,2020,Evangelical,Trump
NA,27,3,NA,2,2,1,1,2,1,4,6,6,4,2,5,4,2020,Mainline,Trump
NA,39,3,NA,2,2,1,1,4,2,4,4,6,4,4,5,4,2020,Mainline,Biden
NA,45,4,NA,2,2,1,1,2,1,4,4,4,5,4,4,4,2020,Mainline,Trump
NA,48,3,NA,1,1,1,1,2,2,4,2,3,3,3,3,3,2020,Other Christian,NA
NA,NA,1,NA,2,2,1,1,4,4,7,7,7,6,4,4,4,2020,Evangelical,NA
2,21,4,NA,1,2,2,1,1,1,7,7,7,6,1,4,4,2020,Evangelical,Trump
NA,NA,4,NA,1,1,2,1,5,3,4,4,4,7,4,4,4,2020,Roman Catholic,Biden
4,12,1,NA,2,2,1,2,4,3,4,4,4,6,6,5,5,2020,Other Christian,Trump
4,12,5,NA,2,2,2,1,2,1,6,6,6,6,2,2,4,2020,Evangelical,Trump
1,6,4,NA,1,1,2,1,4,1,6,2,6,5,4,4,4,2020,Jewish,Biden
4,34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,Trump
1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Mainline,NA
NA,17,4,NA,1,1,2,1,4,4,4,2,4,5,4,4,5,2020,Not Religious,Biden
1,6,2,NA,2,2,2,2,5,4,4,6,6,4,4,2,3,2020,Roman Catholic,Biden
NA,26,5,NA,2,1,2,1,5,5,4,1,6,7,5,5,5,2020,Not Religious,Biden
NA,27,3,NA,2,1,2,1,3,1,4,4,6,7,4,5,5,2020,Not Religious,Biden
2,6,4,NA,2,1,2,1,4,2,7,7,7,6,1,3,3,2020,Undifferentiated Protestant,Trump
2,19,2,NA,2,1,1,1,2,3,4,4,4,6,4,4,4,2020,Mainline,Trump
1,24,1,NA,1,1,2,1,5,4,4,2,4,4,4,4,4,2020,Not Religious,NA
1,42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA
NA,26,3,NA,1,2,2,2,2,3,4,4,4,4,4,5,3,2020,Not Religious,NA
NA,26,5,NA,2,2,1,1,3,4,5,6,6,6,4,4,4,2020,Roman Catholic,Trump
NA,26,3,NA,2,2,2,1,5,3,6,6,6,6,2,4,4,2020,Roman Catholic,NA
NA,NA,1,NA,2,2,1,2,5,2,5,4,4,7,4,5,5,2020,Not Religious,NA
2,42,2,NA,2,2,2,2,3,2,6,6,6,4,2,4,4,2020,Undifferentiated Protestant,Trump
NA,29,4,NA,2,1,1,1,3,4,4,4,4,6,4,2,3,2020,Roman Catholic,Biden
NA,1,4,NA,2,2,2,1,3,1,5,4,4,4,4,5,5,2020,Mainline,NA
2,12,2,NA,2,1,2,1,3,2,6,7,7,7,2,3,3,2020,Other Religion,Trump
2,22,4,NA,2,1,1,2,4,3,4,3,6,3,7,4,4,2020,Roman Catholic,NA
4,42,4,NA,2,1,1,1,4,3,4,4,4,7,3,4,3,2020,Roman Catholic,Trump
4,42,2,NA,2,2,2,2,2,2,4,6,6,7,4,4,4,2020,Other Christian,Trump
1,6,4,NA,1,1,2,1,4,3,3,1,6,6,2,5,5,2020,Not Religious,Biden
1,12,1,NA,2,2,1,2,3,3,4,4,4,6,4,5,5,2020,Evangelical,NA
1,36,3,NA,2,1,1,1,4,2,2,3,6,4,4,5,5,2020,Roman Catholic,Biden
4,25,3,NA,1,1,2,1,4,2,3,2,4,5,4,5,4,2020,Not Religious,Biden
1,42,4,NA,2,2,2,1,4,5,6,4,4,4,4,5,5,2020,Roman Catholic,NA
4,36,3,NA,2,2,1,1,4,2,6,6,6,6,4,5,4,2020,Roman Catholic,Trump
2,6,4,NA,2,1,1,1,2,1,4,4,4,6,1,2,4,2020,Mainline,Trump
4,25,4,NA,2,1,2,1,5,2,4,2,4,5,4,5,4,2020,Other Christian,Biden
1,41,5,NA,1,1,2,1,5,4,4,4,4,4,4,5,5,2020,Not Religious,Biden
1,6,4,NA,1,1,2,1,5,4,4,6,4,5,4,5,5,2020,Other Christian,NA
1,35,3,NA,2,1,2,1,5,4,4,4,4,4,4,5,5,2020,Not Religious,Biden
NA,53,4,NA,2,1,1,2,3,1,4,4,5,6,3,4,4,2020,Evangelical,Biden
1,4,2,2,2,1,2,1,5,4,4,6,6,4,4,5,5,2020,Jewish,NA
1,8,5,NA,2,2,1,2,5,3,7,6,7,4,4,4,4,2020,Undifferentiated Protestant,Biden
2,37,3,NA,2,1,1,1,2,2,4,4,7,6,4,1,2,2020,Undifferentiated Protestant,Trump
NA,NA,3,NA,2,2,1,2,4,4,6,7,7,4,4,3,3,2020,Not Religious,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA
1,36,3,NA,2,1,2,1,5,2,6,4,5,4,4,5,5,2020,Other Christian,Biden
NA,39,1,NA,2,1,1,1,5,2,4,4,7,6,1,2,2,2020,Mainline,Trump
1,34,3,NA,2,2,2,1,4,2,6,2,4,4,4,5,5,2020,Not Religious,NA
NA,48,5,NA,2,1,2,1,2,5,1,1,6,2,1,5,3,2020,Not Religious,NA
NA,29,4,NA,2,2,2,2,4,3,6,6,6,4,4,5,4,2020,Other Christian,Biden
NA,NA,4,NA,2,2,1,1,1,2,4,4,6,6,4,3,3,2020,Undifferentiated Protestant,Trump
1,6,4,NA,1,1,2,1,4,1,7,6,6,6,4,4,4,2020,Undifferentiated Protestant,Biden
2,6,2,NA,2,2,2,2,3,2,4,4,4,4,4,4,3,2020,Roman Catholic,Trump
NA,48,3,NA,2,1,2,2,3,3,4,4,4,7,4,4,4,2020,Evangelical,Biden
2,33,2,NA,2,2,1,2,3,1,4,4,4,4,1,4,4,2020,Other Christian,Trump
NA,48,1,NA,2,2,1,2,5,4,7,7,7,5,6,5,5,2020,Evangelical,Biden
NA,17,5,NA,2,2,2,1,5,5,7,7,7,4,4,4,4,2020,Mainline,Biden
NA,48,3,NA,1,1,2,1,3,1,4,4,4,4,4,5,4,2020,Mainline,Jorgensen
NA,26,3,NA,1,2,1,1,3,1,4,4,5,4,2,4,4,2020,Roman Catholic,Trump
1,4,1,NA,1,1,2,1,4,1,6,3,4,4,3,5,5,2020,Other Christian,Biden
1,36,2,NA,2,1,2,1,5,4,4,3,4,4,4,5,5,2020,Other Religion,Biden
NA,29,5,NA,2,2,1,1,2,1,4,4,4,6,4,1,2,2020,Other Christian,Biden
2,21,3,NA,2,2,1,2,3,1,4,7,6,4,4,3,4,2020,Evangelical,Trump
2,12,1,NA,2,2,1,1,3,3,4,4,4,6,2,NA,NA,2020,Mainline,Trump
1,37,3,NA,2,1,2,2,3,4,4,6,6,4,4,5,4,2020,Evangelical,Biden
NA,NA,2,NA,2,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA
NA,53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Religion,NA
1,36,3,NA,1,2,2,1,3,1,4,4,4,4,4,5,5,2020,Roman Catholic,Biden
1,34,5,NA,2,1,2,1,5,3,4,4,6,7,4,4,2,2020,Roman Catholic,Biden
NA,NA,5,NA,2,2,1,1,5,3,4,6,4,6,2,4,4,2020,Other Christian,NA
NA,39,2,2,1,1,2,1,4,4,6,4,4,4,4,5,5,2020,Mainline,NA
1,4,2,NA,1,1,2,1,4,1,4,4,4,4,4,5,5,2020,Evangelical,Biden
NA,29,3,NA,1,1,2,1,5,4,6,4,4,4,4,3,3,2020,Other Christian,Biden
4,9,4,NA,2,1,1,1,3,2,4,4,4,4,4,5,5,2020,Other Christian,Biden
NA,48,1,1,2,2,1,1,5,4,6,4,7,6,4,4,5,2020,Not Religious,NA
2,36,2,NA,2,2,1,2,3,1,6,4,7,6,1,5,4,2020,Roman Catholic,Trump
1,49,2,NA,2,1,1,1,5,5,5,3,4,4,4,5,5,2020,Evangelical,Biden
1,42,4,NA,1,1,2,1,4,4,5,3,4,5,4,4,4,2020,Not Religious,Biden
NA,48,4,NA,2,1,2,1,4,1,4,4,6,7,1,5,5,2020,Evangelical,Trump
NA,12,2,NA,2,1,1,1,4,1,4,4,7,7,4,4,4,2020,Mainline,Trump
NA,47,3,NA,2,1,2,1,4,2,5,4,4,7,2,3,3,2020,Other Religion,Biden
2,12,3,NA,2,2,1,1,3,1,6,4,6,6,4,2,2,2020,Evangelical,Trump
NA,13,3,NA,2,2,1,1,4,4,6,1,3,6,6,3,4,2020,Evangelical,NA
2,6,2,NA,1,1,2,1,3,2,6,4,5,7,1,5,4,2020,Undifferentiated Protestant,Trump
2,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA
NA,18,2,NA,1,1,2,1,4,2,4,4,4,4,4,5,5,2020,Mainline,Biden
2,9,3,NA,2,1,2,2,3,3,7,7,7,7,4,4,4,2020,Other Religion,Trump
1,24,3,NA,1,1,2,1,5,4,5,4,5,4,4,5,5,2020,Not Religious,Biden
NA,53,4,NA,2,2,2,1,5,3,6,6,4,4,4,2,2,2020,Other Christian,Biden
4,4,3,NA,2,2,2,1,3,3,4,4,4,4,4,5,4,2020,Other Christian,NA
NA,17,3,NA,2,2,2,1,2,1,4,4,6,5,1,4,4,2020,Roman Catholic,Trump
1,19,3,NA,2,2,1,1,3,1,4,4,4,6,2,5,5,2020,Evangelical,Biden
NA,45,4,NA,2,2,1,1,3,3,5,6,4,7,1,5,5,2020,Roman Catholic,Trump
4,23,3,NA,2,2,1,1,4,3,6,6,6,4,2,4,4,2020,Undifferentiated Protestant,Biden
NA,51,4,NA,2,2,1,1,2,1,5,7,7,6,1,4,4,2020,Evangelical,Trump
NA,NA,2,NA,2,2,1,2,2,1,4,6,5,6,6,2,2,2020,Other Religion,NA
2,8,3,NA,1,1,2,1,5,1,4,4,4,4,1,4,4,2020,Roman Catholic,Trump
NA,18,3,NA,1,1,2,1,3,5,6,6,7,4,4,3,3,2020,Evangelical,NA
2,40,3,NA,2,1,2,1,3,1,4,6,5,4,4,4,4,2020,Mainline,Trump
NA,17,3,NA,2,2,1,1,3,2,4,4,4,4,4,5,4,2020,Undifferentiated Protestant,Biden
1,25,3,NA,2,2,1,1,2,1,4,4,6,4,4,4,4,2020,Other Religion,Trump
NA,47,3,NA,2,2,1,1,3,3,6,5,6,5,4,4,4,2020,Roman Catholic,NA
1,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Not Religious,NA
4,12,4,NA,2,2,1,2,4,NA,4,4,4,4,2,5,5,2020,Jewish,Trump
NA,48,4,NA,2,2,2,1,5,3,4,2,4,4,4,4,5,2020,Roman Catholic,Biden
1,19,3,2,1,1,2,1,4,1,6,4,6,4,4,4,4,2020,Mainline,NA
4,36,3,NA,1,2,1,2,1,3,4,4,4,7,2,4,4,2020,Mainline,Trump
NA,NA,3,NA,2,2,1,1,4,3,4,6,6,6,4,3,5,2020,Other Christian,NA
NA,26,3,NA,2,2,2,1,3,1,4,6,4,7,4,5,5,2020,Roman Catholic,Biden
1,6,3,NA,2,2,2,1,5,1,4,3,4,4,4,5,5,2020,Not Religious,Trump
NA,39,2,NA,1,1,2,1,3,2,4,4,4,6,4,4,4,2020,Not Religious,Biden
4,25,3,NA,1,1,2,1,5,4,6,4,6,4,4,5,4,2020,Undifferentiated Protestant,Biden
4,12,2,NA,2,2,1,2,4,3,4,2,4,4,4,4,4,2020,Roman Catholic,Biden
NA,NA,3,NA,2,2,1,2,1,1,4,4,4,4,4,5,5,2020,Mainline,NA
NA,47,3,NA,2,1,1,2,3,5,4,4,4,4,4,2,5,2020,Evangelical,Biden
NA,55,2,NA,2,2,1,1,4,4,4,4,4,5,4,5,4,2020,Roman Catholic,Biden
NA,53,2,NA,2,1,2,1,4,3,6,6,6,4,4,5,4,2020,Not Religious,Biden
2,21,3,NA,2,1,2,1,4,3,4,4,4,5,4,4,4,2020,Roman Catholic,NA
2,12,3,NA,2,2,2,1,3,1,6,4,7,6,1,3,3,2020,Other Christian,Trump
NA,17,3,NA,2,1,2,1,1,3,6,6,4,4,4,4,4,2020,Roman Catholic,Trump
NA,39,2,NA,2,2,2,1,4,1,4,4,7,6,1,3,3,2020,Roman Catholic,Trump
NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA
2,42,4,NA,2,2,2,1,2,1,6,6,7,7,1,4,2,2020,Mainline,Trump
NA,28,4,NA,2,1,2,1,4,3,6,6,6,6,4,4,5,2020,Roman Catholic,Biden
NA,47,3,NA,2,2,1,1,2,2,4,2,6,7,2,3,3,2020,Mainline,Biden
NA,29,4,NA,2,2,2,1,3,4,6,6,6,7,3,4,4,2020,Other Christian,Biden
NA,53,3,NA,1,1,2,1,3,2,4,6,6,6,4,5,5,2020,Roman Catholic,Biden
NA,26,3,NA,2,1,1,1,4,2,4,6,6,6,4,4,4,2020,Undifferentiated Protestant,Jorgensen
4,49,2,NA,1,1,2,1,3,4,4,3,6,6,4,4,4,2020,Not Religious,Biden
NA,NA,3,NA,2,2,1,2,5,3,5,4,4,4,4,5,5,2020,Roman Catholic,NA
2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,Trump
2,21,2,NA,2,2,1,2,3,1,4,6,4,4,4,2,2,2020,Other Christian,Trump
NA,53,1,NA,2,2,1,2,3,3,4,4,4,4,4,5,5,2020,Not Religious,Biden
NA,48,3,NA,1,1,2,1,2,2,4,1,6,4,3,4,4,2020,Not Religious,Biden
NA,17,2,NA,1,1,2,1,5,5,4,6,4,4,4,3,4,2020,NA,Biden
1,12,3,NA,2,2,1,1,4,NA,5,7,7,6,1,5,5,2020,Evangelical,Biden
4,22,3,NA,2,2,2,1,2,1,4,4,6,5,2,2,3,2020,Other Christian,Trump
4,12,3,NA,2,2,2,2,3,1,7,7,4,6,1,4,3,2020,Mainline,Trump
NA,47,3,1,2,2,1,2,3,1,4,4,4,4,1,3,3,2020,Black Protestant,NA
1,6,3,NA,2,1,1,1,5,4,4,4,4,4,4,5,5,2020,Evangelical,Biden
4,42,3,NA,2,2,2,1,4,3,NA,NA,NA,4,3,4,4,2020,Mainline,NA
1,6,3,NA,1,1,2,1,4,3,2,2,6,4,4,5,5,2020,Not Religious,Biden
NA,NA,3,NA,1,1,2,1,3,2,4,3,6,7,4,2,3,2020,Not Religious,NA
2,37,2,NA,2,1,2,1,4,2,4,4,5,4,4,5,5,2020,Mainline,Biden
NA,NA,5,NA,2,2,1,2,3,5,6,6,6,7,4,3,4,2020,Not Religious,NA
1,4,3,2,1,2,2,1,5,4,6,4,4,4,4,5,5,2020,Roman Catholic,NA
4,16,2,NA,1,1,2,1,4,1,4,4,6,6,2,4,5,2020,Roman Catholic,NA
2,23,2,NA,2,1,1,1,3,1,7,7,7,7,1,2,2,2020,Roman Catholic,Trump
1,42,2,NA,1,2,1,2,3,3,6,6,6,7,4,2,2,2020,Other Religion,Biden
NA,48,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA
1,4,2,NA,2,1,1,1,4,2,6,6,4,4,4,5,5,2020,Other Religion,Biden
NA,48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA
NA,51,5,NA,2,2,1,2,5,5,6,4,4,4,4,1,4,2020,Other Christian,NA
1,37,3,NA,2,1,1,2,4,1,6,6,7,5,4,4,4,2020,Evangelical,Trump
NA,45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA
1,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Religion,NA
2,36,3,NA,1,2,1,1,4,1,6,4,6,4,4,4,4,2020,Roman Catholic,Biden
2,54,3,NA,2,2,1,1,4,2,6,7,6,4,4,3,4,2020,Evangelical,Trump
NA,51,2,NA,2,2,2,1,4,1,7,6,6,4,4,2,3,2020,Roman Catholic,Biden
2,37,1,NA,1,1,2,1,4,1,7,4,4,NA,1,4,4,2020,Other Christian,Trump
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA
NA,6,3,NA,1,1,2,1,5,2,4,4,4,7,1,4,4,2020,Mainline,Biden
4,46,3,NA,2,2,1,2,2,1,4,4,6,4,1,4,4,2020,Evangelical,Biden
4,12,1,NA,2,2,1,2,3,1,6,7,6,7,1,4,4,2020,Mainline,NA
NA,28,4,NA,2,2,1,2,5,3,7,2,7,4,1,1,2,2020,Roman Catholic,Trump
1,6,3,2,2,2,1,2,4,3,4,4,4,4,4,5,5,2020,Not Religious,NA
NA,39,3,NA,1,1,2,1,3,3,4,2,4,2,4,4,5,2020,Evangelical,Biden
4,34,5,NA,1,2,2,1,4,2,6,4,6,4,4,4,5,2020,Not Religious,Biden
NA,51,5,NA,2,2,1,1,1,3,5,4,5,4,4,5,1,2020,Evangelical,Biden
NA,13,3,NA,2,2,1,1,4,2,4,4,4,6,2,4,4,2020,Undifferentiated Protestant,Trump
NA,26,2,NA,2,2,1,2,4,1,4,4,4,6,1,4,4,2020,Undifferentiated Protestant,Trump
1,6,4,NA,1,1,2,1,3,3,4,3,4,6,4,4,4,2020,Not Religious,Biden
1,12,2,NA,2,2,1,1,4,5,4,4,4,6,2,4,4,2020,Not Religious,Biden
1,11,3,2,2,2,1,1,4,3,4,4,4,7,4,5,5,2020,Not Religious,NA
NA,48,4,NA,2,2,1,1,3,2,6,3,4,4,2,4,4,2020,Not Religious,NA
NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Evangelical,NA
NA,13,3,1,2,2,1,1,3,1,7,5,5,4,2,5,4,2020,Evangelical,NA
NA,17,3,NA,1,1,2,1,5,3,2,1,4,4,4,5,5,2020,Mainline,Biden
2,12,3,NA,2,2,1,1,4,1,6,4,6,6,4,5,4,2020,Other Christian,Trump
4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,NA,NA
NA,51,3,NA,1,1,2,1,3,2,4,4,6,4,4,4,4,2020,Mainline,Biden
1,40,1,NA,2,2,2,1,3,3,6,5,4,4,4,4,3,2020,Not Religious,NA
NA,NA,4,NA,1,2,2,1,5,5,7,4,6,7,NA,NA,NA,2020,Not Religious,NA
NA,53,3,NA,2,1,2,1,5,5,6,3,6,6,4,5,5,2020,Other Religion,Biden
1,46,NA,NA,1,2,1,2,5,5,6,6,6,7,4,5,4,2020,Other Christian,Biden
NA,48,2,NA,NA,NA,NA,1,3,1,4,6,6,6,4,4,4,2020,Evangelical,NA
NA,48,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA
1,36,2,NA,1,1,2,1,5,5,1,1,1,4,4,5,5,2020,Not Religious,Biden
4,4,2,NA,2,1,2,1,5,1,4,4,4,4,4,5,5,2020,Roman Catholic,Trump
2,44,1,NA,1,1,2,1,5,1,4,4,4,7,1,4,4,2020,Roman Catholic,Trump
NA,NA,3,NA,2,2,2,1,3,3,6,6,4,4,4,5,5,2020,Not Religious,NA
NA,29,3,NA,1,1,2,1,4,5,4,2,4,4,4,4,4,2020,Not Religious,NA
NA,29,2,NA,2,2,2,1,5,1,4,6,7,4,4,2,5,2020,Other Christian,Trump
4,9,3,NA,1,1,2,1,3,3,4,4,4,4,4,4,4,2020,Roman Catholic,Trump
NA,NA,4,NA,2,2,2,1,3,3,4,4,4,4,4,5,5,2020,Not Religious,NA
NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Undifferentiated Protestant,NA
NA,53,3,2,2,2,2,1,4,4,6,5,6,7,4,1,5,2020,Other Christian,NA
NA,39,4,NA,2,2,1,1,4,4,4,7,6,4,4,3,3,2020,Mainline,NA
2,4,3,2,2,1,2,1,3,1,6,2,4,5,4,3,3,2020,Not Religious,NA
NA,28,4,NA,2,2,1,2,2,1,4,6,6,6,2,3,3,2020,Evangelical,Trump
1,21,3,NA,2,1,1,1,3,2,3,2,6,5,4,5,5,2020,Roman Catholic,Biden
4,32,5,NA,2,2,1,1,5,3,6,6,6,6,2,3,4,2020,Other Christian,Biden
NA,17,4,NA,1,1,2,1,3,2,5,6,7,6,3,5,5,2020,Mainline,Biden
2,6,3,NA,2,2,2,1,4,1,6,6,7,6,2,3,3,2020,Evangelical,Trump
2,6,3,NA,2,1,2,2,5,1,4,7,7,7,1,5,5,2020,Undifferentiated Protestant,Trump
2,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Other Christian,NA
4,12,4,NA,1,1,2,1,5,2,5,5,6,4,4,5,5,2020,Other Christian,Biden
4,25,3,NA,2,1,1,1,5,4,4,4,5,4,4,2,3,2020,Undifferentiated Protestant,Trump
NA,27,3,NA,1,1,2,1,4,4,4,3,4,4,4,5,5,2020,Not Religious,Biden
NA,48,3,NA,2,2,2,2,3,2,4,7,4,7,1,2,2,2020,Undifferentiated Protestant,Trump
1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA
NA,39,1,NA,1,1,2,1,5,2,2,1,6,6,4,5,5,2020,Mainline,Biden
4,37,3,NA,1,1,2,1,5,2,5,4,6,6,4,5,4,2020,Other Christian,Biden
NA,48,3,NA,2,2,2,2,2,2,4,7,6,6,2,4,4,2020,Mainline,Trump
NA,13,5,NA,2,2,1,2,3,3,4,1,4,7,1,3,2,2020,Evangelical,Biden
NA,29,2,NA,1,2,2,2,3,1,6,6,4,4,4,5,3,2020,Roman Catholic,Trump
2,12,2,NA,2,2,1,1,1,1,6,4,6,6,4,3,4,2020,Mainline,Trump
NA,28,3,NA,2,2,1,2,3,3,2,4,4,6,4,5,4,2020,Mainline,NA
NA,17,3,NA,1,1,2,1,3,1,6,1,2,6,4,5,5,2020,Roman Catholic,Biden
NA,26,3,NA,1,1,2,1,5,3,4,2,6,6,4,5,4,2020,Other Religion,Biden
2,6,2,NA,2,2,NA,1,3,1,5,7,7,NA,4,2,3,2020,Mainline,Trump
5,6,4,NA,2,2,1,1,3,2,4,4,4,4,4,5,4,2020,NA,Biden
4,25,3,NA,2,1,2,1,3,3,4,5,4,5,4,5,4,2020,Roman Catholic,Biden
NA,NA,5,NA,1,2,1,1,3,3,4,4,4,4,4,3,3,2020,Not Religious,NA
NA,13,3,NA,1,2,2,1,NA,1,4,7,6,4,4,4,4,2020,Mainline,Trump
1,NA,2,NA,1,1,2,1,4,3,4,4,4,6,2,1,2,2020,Other Religion,Biden
NA,47,4,NA,2,1,2,2,3,3,4,4,4,4,4,4,3,2020,Not Religious,Biden
NA,17,3,NA,2,2,1,2,3,1,7,7,7,4,4,4,2,2020,Roman Catholic,Trump
NA,51,3,NA,2,2,1,1,NA,1,NA,NA,NA,4,4,NA,NA,2020,Other Christian,NA
NA,27,2,NA,1,1,2,1,5,5,7,4,7,4,4,4,5,2020,Mainline,Biden
NA,18,3,NA,2,2,1,1,3,3,4,4,4,4,4,4,4,2020,Roman Catholic,Trump
1,41,2,NA,2,2,2,1,5,1,6,4,6,4,4,4,4,2020,Not Religious,Biden
4,34,4,NA,1,1,2,1,5,4,4,2,4,4,4,5,5,2020,Not Religious,Biden
1,12,4,NA,2,1,1,1,3,2,2,6,6,6,2,2,4,2020,Jewish,Biden
NA,39,1,NA,2,1,2,1,5,1,4,7,7,7,2,5,4,2020,Other Christian,Trump
2,12,5,NA,2,2,2,1,2,1,7,4,6,4,4,4,3,2020,Not Religious,Trump
1,42,3,NA,1,1,2,1,5,5,2,1,4,7,7,5,5,2020,Not Religious,NA
NA,55,1,NA,2,2,1,1,4,1,6,6,5,7,1,4,3,2020,Roman Catholic,Trump
NA,NA,2,NA,2,2,1,2,3,1,4,7,2,6,1,4,4,2020,Mainline,Other
1,25,2,NA,2,2,1,2,3,1,4,4,4,5,1,2,2,2020,Black Protestant,NA
NA,53,3,NA,2,2,2,1,5,3,4,4,6,4,4,5,5,2020,Not Religious,Other
NA,53,3,NA,2,1,2,1,2,2,4,2,4,6,4,5,5,2020,Other Christian,Biden
4,6,5,NA,2,2,2,1,3,3,7,7,7,7,4,4,4,2020,Other Christian,Trump
1,12,2,NA,2,2,1,2,3,4,2,3,4,6,5,2,5,2020,Other Christian,Biden
NA,26,2,NA,1,2,2,1,3,2,4,4,4,4,4,3,4,2020,Undifferentiated Protestant,Other
5,25,2,NA,1,1,2,1,5,2,6,2,7,6,4,5,5,2020,Not Religious,Biden
1,41,3,NA,1,1,2,1,4,2,4,2,6,4,4,4,4,2020,Not Religious,Biden
NA,NA,5,NA,1,2,2,1,5,4,5,4,4,7,4,3,3,2020,Not Religious,NA
NA,27,2,NA,2,2,1,1,4,1,6,6,6,4,1,3,4,2020,Mainline,Trump
1,6,4,NA,1,1,1,1,5,3,7,5,4,4,4,4,5,2020,Undifferentiated Protestant,Biden
1,42,3,NA,1,1,2,1,4,3,4,4,4,6,4,4,5,2020,Roman Catholic,Biden
1,20,3,NA,2,1,2,1,4,2,6,2,4,6,4,4,4,2020,Not Religious,Biden
1,6,3,NA,1,1,2,1,3,2,2,1,6,6,4,4,4,2020,Not Religious,Biden
4,42,4,NA,2,2,2,2,4,2,5,4,4,6,4,5,5,2020,Roman Catholic,Biden
NA,47,3,NA,2,2,1,1,3,1,6,6,5,5,4,5,4,2020,Evangelical,Trump
NA,51,3,NA,1,2,2,1,4,1,4,7,7,4,4,5,5,2020,Evangelical,Trump
2,6,3,NA,2,2,1,1,2,1,5,5,6,7,2,4,4,2020,Roman Catholic,Trump
NA,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,Roman Catholic,NA
NA,17,3,NA,1,2,2,1,5,2,7,7,6,4,4,5,4,2020,Not Religious,Biden
4,20,3,NA,2,2,1,1,3,3,4,4,4,4,4,4,4,2020,Other Christian,NA
